"PlotNumber","Unit","MoistureRegime","NutrientRegime"
"KILT04","CWHvh2","2","C"
"KILT05","MHwh","4","C"
"KILT06","CWHvm2","4","C"
"KILT07","CWHvm1","4","C"
"KILT08","CWHvm1","5","D"
"KILT09","MHwhp",,"B"
"KILT10","CWHvh2","1","B"
"KILT11","CWHvh2","4","C"
"KILT12","CWHvh2","2","B"
"KILT13","MHwh","3","B"
"KILT14","CWHvm2","4","C"
"KILT15","CWHvm1","4","C"
"KILT16","MHwh","1","B"
"KILT17","MHwh",,
"KILT18","MHwh","2","E"
"KILT19","MHmm1","3","C"
"KILT20","CWHvm2","3","C"
"KILT21","CWHvm1","4","C"
"KILT22","CWHvm1",,"F"
"KIT001","CWHvh2","2","D"
"KL-1","ICHdw1","4","C"
"KL-10","ICHdw1","2","C"
"KL-100","ESSFdm","4","C"
"KL-101","ESSFdm","3","C"
"KL-102","ESSFdm","3","B"
"KL-103","ESSFdm","2","B"
"KL-104","ESSFwc5","3","C"
"KL-105","ESSFwc5","4","C"
"KL-106","ESSFwc5","3","C"
"KL-107","ESSFwc5","2","C"
"KL-108","ICHmw4","4","C"
"KL-109","ICHmw4","3","C"
"KL-11","ICHmw4","2","B"
"KL-110","ICHmw4","2","C"
"KL-111","ESSFwc6","4","C"
"KL-112","ICHdw1","3","C"
"KL-113","ICHdw1","4","C"
"KL-114","ESSFwc5","5","D"
"KL-115","ESSFwc5","4","C"
"KL-116","ESSFwc5","3","C"
"KL-117","ESSFwc6","6","D"
"KL-118","ICHdw1","2","C"
"KL-119","ICHdw1","1","B"
"KL-12","ICHmw4","3","B"
"KL-120","ICHmw2","4","C"
"KL-121","ICHmw2","3","C"
"KL-122","ICHwk1","3","C"
"KL-123","ICHwk1","4","C"
"KL-124","ICHmw2","2","C"
"KL-125","ICHmw2","3","C"
"KL-126","ICHmw2","2","C"
"KL-127","ICHwk1","5","C"
"KL-142","ICHmw2","2","C"
"KL-143","ICHmw2","4","D"
"KL-144","ICHmw2","5","C"
"KL-145","ICHmw2","4","C"
"KL-146","ICHmw2","4","C"
"KL-147","ESSFwc4","2","C"
"KL-148","ESSFwc1","4","C"
"KL-149","ESSFwc4","4","C"
"KL-15","ICHdw1","5","C"
"KL-150","ESSFwc4","5","D"
"KL-151","ESSFwc1","4","C"
"KL-152","ESSFwc1","5","D"
"KL-153","ESSFwc1","3","C"
"KL-154","ESSFwc1","3","C"
"KL-155","ICHwk1","3","C"
"KL-156","ICHwk1","3","C"
"KL-157","ICHwk1","2","C"
"KL-158","ESSFwm","3","C"
"KL-159","ESSFwm","4","C"
"KL-16","ICHdw1","3","C"
"KL-160","ESSFwc1","4","C"
"KL-161","ESSFwc1","3","C"
"KL-162","ICHmw2","3","C"
"KL-163","ICHmw2","3","C"
"KL-164","ICHmw2","5","D"
"KL-165","ICHmw2","2","C"
"KL-166","ICHmw2","5","D"
"KL-167","ESSFwc4","4","C"
"KL-168","ESSFwc4","2","C"
"KL-169","ESSFwc4","3","C"
"KL-17","ICHdw1","3","C"
"KL-170","ESSFwc4","3","C"
"KL-171","ESSFwc4","2","C"
"KL-172","ESSFwc4","2","C"
"KL-173","ESSFwm","5","D"
"KL-174","ESSFwm","3","C"
"KL-175","ESSFwm","1","B"
"KL-176","ESSFwm","2","C"
"KL-177","ICHmw2","1","C"
"KL-178","ICHmw2","2","C"
"KL-179","ICHwk1","4","C"
"KL-18","ICHdw1","3","B"
"KL-180","ICHwk1","3","C"
"KL-181","ESSFwc6","3","B"
"KL-182","ESSFwc6","5","B"
"KL-183","ESSFwc6","4","C"
"KL-19","ICHmw4","3","B"
"KL-2","ICHdw1","3","C"
"KL-20","ICHmw4","2","B"
"KL-21","ICHmw4","3","B"
"KL-215","ESSFwc6","3","C"
"KL-216","ESSFwc6","3","C"
"KL-217","ESSFwc6","4","C"
"KL-218","ESSFwc5","4","C"
"KL-219","ESSFwc5","3","C"
"KL-22","ICHmw4","3","B"
"KL-220","ESSFwc5","5","D"
"KL-23","ICHmw2","6","D"
"KL-24","ICHmw2","4","C"
"KL-25","ICHmw2","4","C"
"KL-26","ICHmw2","5","D"
"KL-27","ICHmw2","5","D"
"KL-28","ICHmw2","6","D"
"KL-29","ICHmw2","4","D"
"KL-3","ICHdw1","3","B"
"KL-30","ICHmw2","4","C"
"KL-31","ICHdw1","5","D"
"KL-32","ICHdw1","6","D"
"KL-33","ICHdw1","4","C"
"KL-34","ICHdw1","7","D"
"KL-35","ICHdw1","6","D"
"KL-36","ICHdw1","2","C"
"KL-37","ICHdw1","3","C"
"KL-38","ICHdw1","3","C"
"KL-39","ICH","3","C"
"KL-4","ICHdw1","3","B"
"KL-40","ICH","4","C"
"KL-41","ICH","3","C"
"KL-42","ICHdw1","4","C"
"KL-43","ICHdw1","5","C"
"KL-44","ICHdw1","3","C"
"KL-45","ICHdw1","3","C"
"KL-46","ICHdm","2","B"
"KL-47","ICHdm","3","C"
"KL-48","ICHdm","4","C"
"KL-49","ICHdm","4","C"
"KL-5","ICHdw1","2","C"
"KL-50","ICHdm","5","D"
"KL-51","ICHmk4","2","C"
"KL-52","ICHmk4","4","C"
"KL-53","ICHmk4","4","C"
"KL-54","ICHmk4","4","C"
"KL-55","ICHdm","4","C"
"KL-56","ICHdm","6","D"
"KL-57","ICHdm","4","C"
"KL-58","ICHdm","3","C"
"KL-59","ICHdm","3","C"
"KL-6","ICHdw1","4","D"
"KL-60","ICHdm","2","C"
"KL-61","ICHdm","3","C"
"KL-62","ICHdm","2","B"
"KL-63","ICHdm","4","D"
"KL-64","ICHdm","4","C"
"KL-65","ICHdm","3","C"
"KL-66","ICHdm","2","B"
"KL-67","ICHdm","2","C"
"KL-68","ICHdw1","4","C"
"KL-69","ICHdw1","3","C"
"KL-7","ICHmw4","2","B"
"KL-70","ICHdw1","5","D"
"KL-71","ICHxw","2","C"
"KL-72","ICHxw","3","C"
"KL-73","ICHxw","5","D"
"KL-74","ICHxw","3","C"
"KL-75","ICHxw","3","C"
"KL-76","ICHxw","2","C"
"KL-77","ICHxw","6","D"
"KL-78","ICHxw","2","B"
"KL-79","ICHxw","4","C"
"KL-8","ICHmw4","4","C"
"KL-80","ICHdm","2","C"
"KL-81","ICHdm","4","C"
"KL-82","ICHdm","4","C"
"KL-83","ICHdm","3","C"
"KL-84","ICHdm","5","D"
"KL8408","BWBSdk1","3",
"KL84100","ESSF","4",
"KL84101","ESSFwv","1","A"
"KL84102","ESSFwv","3",
"KL84103","ESSFwv","5","D"
"KL84104","ESSF","5","D"
"KL84106","ESSF","3",
"KL84107","ESSFwv","5",
"KL8413","BWBSdk1","2",
"KL8419","BWBSdk1","2",
"KL8420","BWBSdk1","2","B"
"KL8438","BWBSdk1","6",
"KL8439","ESSFdk","7",
"KL8445","ESSF","3","C"
"KL8446","ESSFwv","5","D"
"KL8456","ESSFmc","5",
"KL8457","ESSFmc","6",
"KL8461","ESSFmc","3",
"KL8462","ESSFmc","5","D"
"KL8463","ESSFmcp","5",
"KL8469","ESSFwv","3",
"KL8470","ESSFmcp","7","D"
"KL8472","ESSFwv","4","C"
"KL8473","ESSFmc","7","D"
"KL8474","ESSF",,
"KL8475","BWBSdk1","5",
"KL8483","ESSFwv","4","C"
"KL8484","ESSF","7",
"KL8488","BWBSdk1","4","C"
"KL8489","ESSF","7",
"KL8490","ESSF","6","D"
"KL8499","ESSFwvp","4",
"KL-85","ICHdm","4","D"
"KL-86","ESSFdm","4","C"
"KL-87","ESSFdm","6","D"
"KL-88","ESSFdm","6","D"
"KL-89","ESSFdm","5","C"
"KL-9","ICHmw4","0","A"
"KL-90","ICHdm","5","D"
"KL-91","ICHdm","4","C"
"KL-92","ICHdm","5","D"
"KL-93","ESSFdm","4","C"
"KL-94","ESSFdm","5","C"
"KL-95","ESSFdm","4","C"
"KL-96","ESSFdm","5","C"
"KL-97","ESSFdm","4","C"
"KL-98","ESSFdm","5","C"
"KL-99","ESSFdm","5","C"
"KLEK01","MHwh",,"C"
"KLEK02","CWHvh2","4","C"
"KLEK03","CWHvh2","4","D"
"KLEK04","CWHvh2","2","D"
"KLEK05","CWHvh2","2","B"
"KLEK06","CWHvh2","6","E"
"KLEK07","CWHvh2","7","A"
"KLEK08","CWHvh2","4","C"
"KLEK09","CWHvh2","6","C"
"KLEK10","CWHvh2","4","C"
"KLEK11","CWHvh2","7","B"
"KM32","CWHms2","2","B"
"KMAT01","CWHvm1","3","C"
"KN02370","ESSFwm4","4","C"
"KN02371","ESSFwm4","3","C"
"KN02372","ESSFwm4","4","C"
"KN02373","ESSFwm4","4","C"
"KN02374","ESSFwm4","3","C"
"KN02375","ESSFwm4","3","B"
"KN02376","ESSFwm4","5","D"
"KN02377","ESSFwh2","3","C"
"KN02378","ESSFwh2","3","C"
"KN02379","ESSFwh2","4","C"
"KN02380","ESSFwh2","5","D"
"KN02381","ICHdm","4","C"
"KN02382","ESSFwh2","3","C"
"KN02383","ESSFwh2","4","C"
"KN02384","ESSFwh2","5","D"
"KN02385","ESSFwh2","5","D"
"KN02386","ICHdm","4","C"
"KN02387","ICHdm","3","C"
"KN02388","ICHdm","4","C"
"KN02389","ESSFwh2","5","D"
"KN02390","ESSFwh2","3","C"
"KN02391","ESSFwh2","4","C"
"KN02392","ICHdm","3","C"
"KN02393","ICHdm","4","C"
"KN02394","ICHdm","2","B"
"KN02395","ICHdm","5","C"
"KN02396","ICHdm","5","D"
"KN02397","ESSFwm4","5","D"
"KN02398","ESSFwm4","3","B"
"KN02399","ICHdm","5","D"
"KN02400","ICHdm","2","B"
"KN02401","ICHdm","3","B"
"KN02402","ESSFwm2","5","D"
"KN02403","ESSFwh2","4","C"
"KN02404","ESSFwh2","3","C"
"KN02405","ESSFwh2","5","D"
"KN02406","ICHdm","5","D"
"KN02407","ESSFwh2","4","C"
"KN02408","ESSFwh3","2","C"
"KN02409","ESSFwh3","2","C"
"KN02410","ESSFwh3","3","C"
"KN02411","ESSFwm3","3","B"
"KN02412","ESSFwh3","3","C"
"KN02413","ICHdw1","4","C"
"KN02414","ICHdw1","4","C"
"KN02415","ESSFwh3","4","B"
"KN02416","ICHmw4","3","B"
"KN02417","ESSFwm3","4","C"
"KN02418","ESSFwm3","4","C"
"KN02419","ESSFwm3","5","D"
"KN02420","ESSFwm3","3","B"
"KN02421","ESSFwh3","5","D"
"KN02422","ICHmw4","4","C"
"KN02423","ICHdw1","4","B"
"KN02424","ESSFwm3","4","B"
"KN02425","ESSFwh3","3","C"
"KN02426","ESSFwh3","2","B"
"KN02427","ESSFwm3","5","D"
"KN02428","ESSFwh3","4","C"
"KN02429","ESSFwh3","4","B"
"KN02430","ICHmw4","4","C"
"KN02431","ICHmw4","3","C"
"KN02432","ICHdw1","5","C"
"KN02433","ICHdw1","3","C"
"KN02434","ICHmw4","3","C"
"KN02435","ICHmw4","4","C"
"KN02436","ICHmw4","4","C"
"KN02437","ICHdw1","4","C"
"KN02438","ICHmw4","4","C"
"KN02439","ICHxw","4","B"
"KN02440","ICHxw","4","B"
"KN02441","ESSFwh3","5","C"
"KN02442","ICHmw4","4","C"
"KN02443","ICHmw4","3","B"
"KN02444","ESSFwh3","4","B"
"KN02445","ICHdw1","4","B"
"KN02446","ICHmw4","4","B"
"KN02447","ICHmw4","3","C"
"KN02448","ESSFwm3","5","D"
"KN02449","ESSFwm3","4","C"
"KN02450","ESSFwm3","3","C"
"KN02451","ESSFwh3","3","B"
"KN02452","ESSFwh3","2","C"
"KN02453","ESSFwm3","3","C"
"KN02454","ESSFwh3","5","D"
"KN02455","ESSFwh3","2","C"
"KN02456","ESSFwh3","3","B"
"KN02457","ESSFwh3","3","B"
"KN02458","ICHmw4","3","C"
"KN02459","ICHmw4","5","C"
"KN02460","ESSFwm3","4","C"
"KN02461","ESSFwm3","5","C"
"KN02462","ICHdw1","3","C"
"KN02463","ICHmw4","4","B"
"KN02464","ICHdw1","5","D"
"KN02465","ICHdw1","3","C"
"KN02466","ICHdw1","3","C"
"KN02467","ICHdw1","4","B"
"KN02468","ICHmk4","5","C"
"KN02469","ICHmk4","4","C"
"KN02470","IDFdm2","3","C"
"KN02471","ICHmk4","4","D"
"KN02472","ESSFwm1","5","C"
"KN02473","ESSFwm1","5","C"
"KN02474","ESSFwm1","3","C"
"KN02475","ESSFdk1","3","C"
"KN02476","ESSFdk1","3","C"
"KN02477","ESSFdk1","3","C"
"KN02478","MSdw","2","B"
"KN02479","ESSFdk1","4","C"
"KN02480","ESSFdk1","3","C"
"KN02481","ESSFdk1","3","C"
"KN02482","ESSFdk1","3","C"
"KN02483","ESSFdk1","5","D"
"KN02484","ESSFdk1","3","C"
"KN02485","ESSFdk1","3","C"
"KN02486","ESSFdk1","5","D"
"KN02487","MSdw","5","D"
"KN02488","ICHmk4","4","C"
"KN02489","ICHmk4","4","C"
"KN02490","ICHmk4","3","B"
"KN02491","ESSFwm1","4","D"
"KN02492","ESSFwm1","5","D"
"KN02493","ESSFwm1","3","C"
"KN02494","ESSFdk1","5","C"
"KN02495","ESSFdk1","5","C"
"KN02496","ESSFwm1","4","D"
"KN02497","ESSFwm1","3","C"
"KN02498","ESSFwm1","3","C"
"KN02499","ESSFwm1","5","C"
"KN02500","ESSFwm1","4","B"
"KN02501","ESSFwm1","5","D"
"KN02502","ESSFwm1","3","C"
"KN02503","ICHmw5","5","C"
"KN02504","ICHmw4","3","B"
"KN02505","ICHmw4","4","C"
"KN02506","ICHmw4","4","C"
"KN02507","ICHmw4","3","C"
"KN02508","ICHmw4","4","C"
"KN02509","ICHmw4","3","C"
"KN02510","ICHmw4","2","C"
"KN02511","ICHmw4","4","C"
"KN02512","ICHmw4","3","C"
"KN02513","ICHmw4","3","B"
"KN02514","MSdw","3","B"
"KN02515","MSdw","4","C"
"KN02516","MSdw","3","C"
"KN02517","MSdw","5","D"
"KN02518","MSdw","2","C"
"KN02533","MSdw","3","C"
"KN02534","MSdw","4","C"
"KN02535","MSdw","3","C"
"KN02536","MSdw","3","C"
"KN02537","MSdw","4","C"
"KN02538","MSdk1","4","C"
"KN02539","MSdk1","4","C"
"KN02540","MSdw","4","D"
"KN02541","MSdw","3","C"
"KN02542","MSdw","2","C"
"KN02543","ICHmk4","3","C"
"KN02544","ICHmk4","3","C"
"KN02545","ICHmk4","4","D"
"KN02546","MSdw","2","D"
"KN02547","MSdw","3","C"
"KN02548","ESSFdk1","3","C"
"KN02549","MSdw","5","C"
"KN02550","ESSFdk1","3","D"
"KN02551","MSdw","2","D"
"KN02552","MSdw","5","C"
"KN02553","MSdw","5","C"
"KN02554","ESSFdk1","3","C"
"KN02555","ESSFdk1","5","C"
"KN02556","ESSFdk1","3","C"
"KN02557","ESSFwm1","2","C"
"KN02558","ESSFwm1","3","C"
"KN02559","ESSFwm1","3","C"
"KN02560","ESSFwh3","2","B"
"KN02561","ESSFwh3","2","C"
"KN02562","ESSFwh3","4","D"
"KN02563","ESSFwh3","5","D"
"KN02564","ESSFwh3","2","C"
"KN02565","ESSFwh3","2","C"
"KN02566","ESSFwh3","2","C"
"KN02567","ESSFwh3","2","C"
"KN02568","ESSFwc5","2","C"
"KN02569","ESSFwm3","3","C"
"KN02570","ICHmk4","4","D"
"KN02571","ICHmk4","5","D"
"KN02572","ICHmk4","3","C"
"KN02573","MSdw","3","B"
"KN02574","MSdw","4","C"
"KN02575","MSdw","5","C"
"KN02576","MSdw","3","C"
"KN02577","MSdw","5","C"
"KN02578","MSdw","2","D"
"KN02579","MSdw","3","C"
"KN02580","MSdw","2","D"
"KN02581","MSdw","3","C"
"KN02582","MSdw","2","C"
"KN02583","MSdw","2","C"
"KN02584","MSdw","2","C"
"KN02585","MSdw","3","C"
"KN02586","MSdw","5","D"
"KN02587","MSdw","2","C"
"KN02588","MSdw","2","C"
"KN02589","MSdw","5","C"
"KN02590","MSdw","2","C"
"KN02591","MSdw","2","C"
"KN02592","MSdk1","5","C"
"KN02593","MSdw","5","C"
"KN02594","ESSFwh3","2","C"
"KN02595","ESSFwh3","5","C"
"KN02596","ICHmw4","3","C"
"KN02597","IDFdm2","3","C"
"KN02598","IDFdm2","4","C"
"KN02599","IDFdm2","4","C"
"KN02600","IDFdm2","4","C"
"KN02601","IDFdm2","4","C"
"KN02602","IDFdm2","2","D"
"KN02603","IDFdm2","3","B"
"KN02604","IDFdm2","3","C"
"KN02605","IDFdm2","4","C"
"KN02606","IDFdm2","3","C"
"KN02607","IDFdm2","3","C"
"KN02608","IDFdm2","4","C"
"KN02609","IDFdm2","4","C"
"KN02610","IDFdm2","4","C"
"KN02611","IDFdm2","3","D"
"KN02612","IDFdm2","3","C"
"KN02613","IDFdm2","3","B"
"KN02614","IDFdm2","3","B"
"KN02615","IDFdm2","4","C"
"KN02616","IDFdm2","2","C"
"KN02617","IDFdm2","2","D"
"KN02618","IDFxx2","2","C"
"KN02619","IDFxx2","3","C"
"KN02620","IDFdm2","4","C"
"KN02621","IDFdm2","2","D"
"KN02622","IDFdm2","3","D"
"KN02623","IDFdm2","2","C"
"KN02624","IDFdm2","2","C"
"KN02625","IDFdm2","2","C"
"KN02626","IDFdm2","2","C"
"KN02627","IDFdm2","2","C"
"KN02628","ICHmk4","5","C"
"KN02629","ICHmk4","5","C"
"KN02630","ICHmk4","4","C"
"KN02631","ICHmk4","4","C"
"KN02632","ICHmk4","4","C"
"KN02633","ICHmk4","4","C"
"KN02634","ICHmk4","3","C"
"KN02635","ICHmk4","5","C"
"KN02636","ICHmk4","4","C"
"KN02637","ICHmk4","3","C"
"KN02638","ICHmk4","4","C"
"KN02639","ICHmk4","5","D"
"KN02640","ICHmk4","3","C"
"KN02641","IDFdm2","3","C"
"KN02642","IDFdm2","3","C"
"KN02643","IDFdm2","3","B"
"KN02644","IDFdm2","3","C"
"KN02645","ICHmk4","3","C"
"KN02646","ICHmk4","3","C"
"KN02647","ICHmk4","5","D"
"KN02648","ICHmk4","4","C"
"KN02649","ICHmk4","5","C"
"KN02650","ESSFwm1","4","C"
"KN02651","ESSFwm1","4","C"
"KN02652","ICHmk4","5","C"
"KN02653","ESSFwm1","4","C"
"KN02654","ESSFwm1","4","C"
"KN02655","ICHmk4","5","D"
"KN02656","ESSFwm1","3","B"
"KN02657","ESSFwm1","3","B"
"KN02658","ESSFwm1","2","C"
"KN02659","ESSFwm1","2","C"
"KN02660","ESSFwm1","4","C"
"KN02661","ESSFwm1","4","C"
"KN02662","ESSFwm1","2","B"
"KN02663","ESSFwm1","5","C"
"KN02664","ESSFwm1","2","C"
"KN02665","ESSFwm1","2","C"
"KN02666","ESSFwm1","2","C"
"KN02667","ESSFwm1","5","C"
"KN02668","ESSFwm1","2","B"
"KN02669","ESSFwm1","3","B"
"KN02670","ESSFwm1","3","B"
"KN02671","ESSFwm1","3","B"
"KN02672","ESSFwm1","4","C"
"KN02673","ESSFdk1","5","C"
"KN02674","ESSFdk1","5","D"
"KN02675","ESSFdk1","5","C"
"KN02676","ICHdw1","4","B"
"KN02677","ICHdw1","4","C"
"KN02678","ICHdw1","5","C"
"KN02679","ICHdw1","5","C"
"KN02686","ICHdw1","3","B"
"KN02687","ICHdw1","3","C"
"KN02688","ICHdw1","5","C"
"KN02689","ICHdw1","5","C"
"KN02690","ICHdw1","3","C"
"KN02691","ICHdw1","5","C"
"KN02692","ICHdw1","5","C"
"KN02693","ICHdw1","5","D"
"KN02694","ICHdw1","5","D"
"KN02695","ICHmk4","3","B"
"KN02696","ICHmk4","3","B"
"KN02697","ICHmk4","3","C"
"KN02698","ICHmk4","3","C"
"KN02699","ICHmk4","4","C"
"KN02700","ICHmk4","4","C"
"KN02701","ICHmk4","4","C"
"KN02702","ICHmk4","4","C"
"KN02703","ICHmk4","4","C"
"KN02704","ICHmk4","2","D"
"KN02705","ICHmk4","2","D"
"KN02706","ICHmk4","3","C"
"KN02707","ICHmk4","3","C"
"KN02708","ICHmk4","5","D"
"KN02709","ICHmk4","4","C"
"KN02710","ICHmk4","4","C"
"KN02711","ESSFwm1","2","C"
"KN02712","ESSFwm1","4","C"
"KN02713","ESSFwm1","4","D"
"KN02714","ESSFwm1","4","C"
"KN02715","ESSFwm1","4","D"
"KN02716","ESSFwm1","4","D"
"KN02717","ESSFdk1","4","D"
"KN02718","ESSFdk1","3","B"
"KN02719","ESSFdk1","3","B"
"KN02720","ESSFdk1","5","D"
"KN02721","ESSFdk1","5","D"
"KN02722","ESSFdk1","4","D"
"KN02723","ICHmw5","3","C"
"KN02724","ICHmw5","4","C"
"KN02725","ESSFmh","3","B"
"KN02726","ICHmw5","3","C"
"KN02727","ICHmw5","4","C"
"KN02728","ESSFmh","5","D"
"KN02729","ESSFmh","4","C"
"KN02730","ICHmw5","3","C"
"KN02731","ICHmw5","4","B"
"KN02732","ESSFmh","5","D"
"KN02733","ICHmw5","4","C"
"KN02734","ICHmw5","4","C"
"KN02735","ESSFmh","5","D"
"KN02736","ESSFdc1","3","C"
"KN02737","ICHmw5","3","B"
"KN02738","ESSFmh","4","B"
"KN02739","ESSFdc1","3","C"
"KN02740","ESSFdc1","5","D"
"KN02741","ESSFdw","2","C"
"KN02742","ICHmw5","4","B"
"KN02743","ICHmw5","4","C"
"KN02744","ESSFmh","5","D"
"KN02745","ICHmw5","3","C"
"KN02746","ICHmw5","4","C"
"KN02747","ICHmw5","4","C"
"KN02748","ICHmw5","4","C"
"KN02749","ESSFmh","4","C"
"KN02750","ICHmw5","3","C"
"KN02751","ESSFmh","4","C"
"KN02752","ICHmw4","4","C"
"KN02753","ESSFwh3","3","B"
"KN02754","ESSFwh3","3","C"
"KN02755","ESSFwc5","3","B"
"KN02756","ESSFwh3","3","C"
"KN02757","ESSFwh3","3","C"
"KN02758","ICHmw4","4","C"
"KN02759","ICHmw4","3","C"
"KN02760","ESSFwh3","4","C"
"KN02761","ESSFwh3","5","D"
"KN02762","ICHmw4","5","C"
"KN02763","ESSFwc5","3","C"
"KN02764","ESSFwh3","3","B"
"KN02765","ESSFwh3","5","D"
"KN02766","ICHmw4","5","C"
"KN02767","ESSFwh3","3","C"
"KN02768","ESSFwh3","3","C"
"KN02769","ICHmw4","4","C"
"KN02770","ESSFwh3","3","C"
"KN02771","ICHmw4","5","C"
"KN02772","ESSFwh3","3","B"
"KN02773","ICHmw4","5","C"
"KN02774","ICHmw4","4","C"
"KN02775","ICHmw4","5","D"
"KN02776","ESSFwm3","2","C"
"KN02777","ESSFwh3","3","C"
"KN02778","ESSFwh3","3","C"
"KN02779","ICHmw4","5","C"
"KN02780","ESSFwh3","3","B"
"KN02781","ESSFwh3","4","B"
"KN02782","ESSFdc1","5","D"
"KN02783","ESSFmh","3","C"
"KN02784","ICHdw1","4","C"
"KN02785","ICHdm","4","C"
"KN02786","ICHdm","5","C"
"KN02787","ICHdm","4","C"
"KN02788","ICHmw5","4","C"
"KN02789","ICHmw5","4","D"
"KN02790","ESSFdc1","5","D"
"KN02791","ESSFdc1","3","C"
"KN02792","ICHdw1","3","C"
"KN02793","ICHdw1","4","C"
"KN02794","ESSFmh","4","C"
"KN02795","ESSFmh","3","C"
"KN02796","ICHmw5","5","d"
"KN02797","ICHmw5","5","D"
"KN02798","ICHmw5","4","C"
"KN02799","ICHmw5","3","B"
"KN02800","ESSFmh","2","C"
"KN02801","ESSFmh","4","C"
"KN02802","ICHmw5","5","D"
"KN02803","ICHmw5","4","D"
"KN02804","ESSFmh","2","B"
"KN02805","ICHdm","4","C"
"KN02806","ICHdm","4","C"
"KN02807","ICHdm","4","C"
"KN02808","ICHdm","4","C"
"KN02809","ICHmw4","5","D"
"KN02810","ESSFmh","2","b"
"KN02811","ESSFmh","3","C"
"KN02812","ESSFmh","4","C"
"KN02813","ESSFmh","2","C"
"KN02814","ESSFwh3","3","c"
"KN02815","ESSFwm3","4","b"
"KN02816","ESSFwm3","4","C"
"KN02817","ESSFwm3","4","c"
"KN02818","ESSFwm3","4","c"
"KN02819","ESSFwm3","5","d"
"KN02820","ESSFwm3","5","d"
"KN02821","ESSFwm4","3","c"
"KN02822","ESSFwm4","3","C"
"KN02823","ESSFwm3","5","D"
"KN02824","ESSFdc1","5","C"
"KN02825","ESSFwm4","3","C"
"KN02826","ICHmw5","4","C"
"KN02827","ESSFmh","3","C"
"KN02828","ICHmw5","5","C"
"KN02829","ESSFdc1","5","C"
"KN02830","ICHmw5","5","D"
"KN02831","ICHdw1","4","C"
"KN02832","ESSFwc5","5","C"
"KN02833","ICHmw4","5","C"
"KN02834","ICHmw4","5","C"
"KN02835","ESSFwh3","5","C"
"KN02836","ICHmw5","4","C"
"KN02837","ICHmw5","3","C"
"KN02838","ICHmw5","4","C"
"KN02839","ESSFdw","4","C"
"KN02840","ICHmw5","3","C"
"KN02841","ICHmw5","3","C"
"KN02842","ICHwm5","4","B"
"KN02843","ICHwm5","4","B"
"KN02844","ICHmw5","4","B"
"KN02845","ICHmw5","4","C"
"KN02846","ICHmw5","4","C"
"KN02847","ICHmw5","4","C"
"KN02848","ICHmw5","4","D"
"KN02849","ICHmw5","5","d"
"KN02850","ESSFdw","4","C"
"KN02851","ESSFdc1","5","C"
"KN02852","ESSFmh","2","B"
"KN02853","ESSFwc5","5","D"
"KN02854","ESSFwh3","5","C"
"KN02855","ESSFmh","2","B"
"KN02856","ESSFwh3","5","C"
"KN02857","ESSFwh3","5","D"
"KN02858","ICHmw5","3","B"
"KN02859","ESSFmh","2","C"
"KN02860","ESSFdw","2","C"
"KN02861","ICHmw5","4","C"
"KN02862","ICHmw5","4","C"
"KN02863","ICHmw5","4","C"
"KN02864","ICHmw5","4","C"
"KN02865","ESSFdw","4","C"
"KN02866","ICHdm","5","C"
"KN02867","ESSFwc5","3","B"
"KN02868","ESSFwc5","3","C"
"KN02869","ESSFwh3","3","B"
"KN02870","ESSFwh3","3","C"
"KN02871","ICHmw4","5","C"
"KN02872","ICHmw4","5","C"
"KN02873","ICHdw1","5","C"
"KN02874","ICHmw5","4","C"
"KN02875","ICHmk4","4","C"
"KN02876","ESSFwm3","4","C"
"KN02877","ICHmw4","5","D"
"KN02878","ESSFwh1","3","C"
"KN02879","ESSFwh2","4","C"
"KN02880","ESSFwh2","5","C"
"KN02881","ICHmw2","3","C"
"KN02882","ICHmw2","4","C"
"KN02883","ICHmw2","1","C"
"KN02884","ICHmw2","5","D"
"KN02885","ESSFwh1","3","C"
"KN02886","ESSFwh1","3","C"
"KN02887","ESSFwh1","3","C"
"KN02888","ICHmw2","3","C"
"KN02889","ICHmw2","2","B"
"KN02890","ICHmw2","5","D"
"KN02891","ESSFwc4","3","C"
"KN02892","ESSFwc4","4","C"
"KN02893","ESSFwh1","3","C"
"KN02894","ICHmw2","4","C"
"KN02895","ICHmw2","5","C"
"KN02896","ESSFwc4","2","C"
"KN02897","ESSFwc4","4","C"
"KN02898","ESSFwh1","5","D"
"KN02899","ICHmw2","3","C"
"KN02900","ICHmw2","5","C"
"KN02901","ESSFwh2","3","C"
"KN02902","ESSFwh2","3","C"
"KN02903","ESSFwh2","3","C"
"KN02904","ESSFwh2","5","D"
"KN02905","ESSFwh2","3","C"
"KN02906","ESSFwc4","3","C"
"KN02907","ESSFwc4","4","C"
"KN02908","ESSFwh1","4","C"
"KN02909","ESSFwh1","3","C"
"KN02910","ICHmw2","4","C"
"KN02911","ICHmw2","5","D"
"KN02912","ESSFwh1","4","C"
"KN02913","ICHmw2","3","C"
"KN02914","ESSFwh1","4","C"
"KN02915","ESSFwc4","4","C"
"KN02916","ESSFwc4","5","D"
"KN02917","ESSFwc4","3","C"
"KN02918","ICHmw2","5","D"
"KN02919","ESSFwc4","3","C"
"KN02920","ICHmw2","4","B"
"KN02921","ESSFwh1","3","C"
"KN02922","ESSFwh1","4","C"
"KN02923","ESSFwc4","3","B"
"KN02924","ICHmw2","5","D"
